rainfall_15m,rainfall_1h,rainfall_3h,rainfall_24h,water_level,drain_capacity,blockage,elevation,slope,historical_incidents,flooded
20.918172704999492,60.82791465826272,151.19271307338437,229.5360842558787,49.90023404233991,22.55954074517254,0,890.6398088772834,5.4162643765372955,4,1
28.35345589785865,65.36986281553179,96.18672381961224,173.1151467524583,13.30684127531381,67.55785028664174,1,931.1562129612736,4.309232090975347,2,0
18.372155803071376,48.26912991199795,119.20013456671326,160.61845447801508,99.47704937560677,72.72320717260848,0,880.6573038279136,4.009969189658472,2,1
16.450704225011005,38.29905166721352,80.32318547635703,167.15207293323397,8.589662957661133,79.44962549235186,0,942.5365866248261,3.898279502091815,4,0
30.792553295549006,77.44630088314713,133.51100607091306,223.98842657060635,92.35398339995119,20.159998172672765,0,961.5421063730033,4.083534330546432,1,1
17.53373541090507,67.43247214543274,111.7109181804908,198.0481098034984,12.618825693532099,45.16774579301125,0,962.1350748185007,6.990080936481587,2,0
23.460050789740478,32.02429044826676,54.77119759628683,108.11678546114884,86.63327620033535,34.84872314023009,1,905.5645084826997,1.4498664044685785,3,1
21.894860982937416,51.55976992667202,59.58355710021357,217.37311462784254,57.08296881020973,68.90644113419611,0,892.2956377029889,0.24822343405503156,3,0
30.774135916239214,42.47632841321848,116.9988253138584,255.1061192133214,23.651812464388243,40.924136376760316,0,975.4591486610182,1.8526270463669892,0,0
14.392205046527053,21.85039917005493,24.187992234737454,91.27684497223116,26.97619694324653,55.7940342979744,0,970.3626814246671,2.5512462924922272,2,0
37.95583854166355,87.8253393199988,148.06584620021337,186.81279213183402,38.402794429657376,66.37937125513574,0,904.4860505490642,4.938102239327078,4,1
11.725982831988851,44.83286508919672,119.2927478255312,154.75735898096173,80.43215877452307,87.92295401062363,0,968.3574442747824,6.756790450292441,2,1
24.526530610916666,47.74195786684638,57.80224874287234,149.50931231734566,18.978890433790394,92.88251491760334,0,966.9110553936011,5.733141093628251,3,0
22.583019704900906,31.918875151152402,55.65995879036544,79.10391334854941,28.01198530530226,72.41030561966568,1,907.1835878986506,7.9865252848980965,3,1
10.889723316048567,61.75245884209103,70.77666515825565,166.68884325137722,70.80440340922875,24.075218176618623,0,909.9507961582223,0.10559979447577804,5,1
25.950747452711013,34.20218979154485,54.3763585505373,75.13738203299596,63.32917563701454,90.00254292959741,0,972.5085764173929,1.6019462681744865,0,0
15.238466941626879,21.843715810701156,88.22159188201299,148.10822348372298,44.978334303964544,28.40640162021889,0,951.6061038823821,0.7880444161497969,3,0
8.127769330534637,27.12791791281351,82.76609525451443,174.04962103848385,10.750941734648734,14.786946179876878,1,937.9280847741524,5.342365211214037,2,0
28.22125350557911,59.3265458456315,110.04457944067045,146.68170563154916,58.05738497967853,49.35440361873648,1,974.8186143025216,3.473030980515263,2,1
5.658036582831673,20.048969562296147,43.9193826823609,159.1001898129589,26.776020054136755,71.61744211132722,1,965.1384735631074,2.5592566092628775,2,1
9.466755230611067,31.050949516920088,33.74897719446508,82.81660770219423,63.14953106118959,23.442791246883147,0,878.2228235149242,2.569985048767224,3,0
18.218915036572614,29.879439472561053,41.315742492883416,105.0574551109871,31.079011449413557,36.94291478788314,0,924.867320073095,7.154518484420533,1,0
30.637906199611482,43.44650518583033,70.94209371304072,81.91287766894283,98.13144139741723,17.20539465553748,1,968.5284833159038,0.6965185000806768,0,1
27.057590144461606,89.18294693665007,102.94812342384822,123.21016837875692,61.10642717964442,65.63857631921087,0,882.2279347252322,2.575865704467816,0,0
20.684748833210644,38.3236548252925,98.99289636820623,110.83746918398552,59.27402693693334,73.74140312852671,0,877.9448923396842,4.049132858934553,1,1
4.044917211309992,52.74100224682722,144.94183368878953,247.0742733524982,84.49299651951736,56.77180712012635,1,964.4961994354384,3.3515294488287903,1,1
11.301826815305283,14.706499909045117,56.5041145947155,103.94741918031366,99.35065444401901,49.99888793771713,0,955.5120926163506,5.531442890244711,1,1
13.360964041611592,53.8304480831776,63.77656925659471,186.16291983870502,79.02133931392633,86.29315261691436,0,888.392526069158,4.899156276283483,2,1
7.801499816813417,17.554118272696808,93.86217795484556,101.64976175368673,61.42007211864831,47.72671752982584,0,889.9206513271197,6.423726134429272,1,0
3.013781565209111,36.68722387269796,72.29838087441091,156.6241138413566,87.03485521746171,49.75926746872031,0,961.586874643391,6.768906344085129,4,1
18.85733170274336,28.537311128572203,60.76023434559819,71.665353967606,22.21486108420864,61.95952879467615,1,893.0075743531125,3.259522456560683,3,0
27.63791982069872,41.22464292446475,89.09095856750312,122.58901536382159,77.60179027420082,73.34644815230835,0,885.837969982091,6.941966841065272,0,0
